1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2013,2014,2015,2017,2018
1.09585,1.12716,1.06454,0.84537,1.00192,1.37764,1.12716,1.62812,1.12716,1.00192,0.75144,0.87668,1.22109,1.06454,0.87668,1.210653333,0.9810466667,0.8558066667
0.9393,1.12716,0.87668,0.65751,1.18978,1.59681,0.97061,2.06646,1.18978,0.9393,1.31502,0.75144,1.00192,0.8975533333,1.09585,1.31502,0.9393,1.06454
1.00192,0.97061,1.168906667,0.81406,0.9810466667,1.47157,1.28371,1.5655,1.37764,0.9393,0.87668,0.84537,1.44026,0.9393,0.9393,1.28371,1.15847,0.9184266667
1.00192,1.00192,1.12716,0.72013,1.00192,1.59681,0.87668,1.50288,1.2524,0.90799,1.106286667,0.75144,1.31502,1.00192,1.2524,1.31502,0.87668,1.06454
1.03323,1.18978,1.00192,0.75144,1.12716,1.12716,1.31502,2.1917,1.31502,1.00192,1.12716,0.90799,1.18978,1.00192,0.9393,1.31502,1.12716,0.68882
1.03323,1.12716,0.65751,0.6262,1.2524,1.419386667,1.12716,1.8786,1.2524,1.00192,1.06454,1.12716,1.18978,1.00192,1.31502,1.44026,0.84537,0.75144
0.81406,1.00192,0.81406,0.9393,0.87668,1.37764,1.00192,1.62812,1.09585,0.9393,1.00192,0.81406,1.44026,0.87668,0.9393,1.37764,1.09585,0.97061
1.12716,1.12716,1.00192,0.68882,0.75144,1.65943,1.06454,1.81598,1.12716,1.043666667,1.18978,0.75144,1.37764,1.06454,0.75144,1.31502,0.81406,1.00192
0.75144,1.06454,0.72013,0.87668,0.87668,1.335893333,1.06454,1.75336,1.37764,0.87668,1.06454,0.78275,1.50288,0.9393,1.37764,1.18978,0.90799,1.00192
1.06454,1.06454,0.87668,0.90799,1.06454,1.12716,1.28371,1.40895,1.18978,1.12716,0.9393,0.81406,1.2524,0.9393,0.65751,1.44026,1.00192,0.90799
1.03323,1.50288,1.34633,0.87668,1.12716,1.44026,1.28371,2.06646,1.18978,0.75144,1.18978,0.56358,1.461133333,0.87668,1.00192,1.18978,0.75144,1.00192
1.06454,1.06454,1.15847,0.75144,0.9184266667,1.2524,0.90799,1.8786,1.09585,0.81406,1.37764,0.87668,1.31502,0.9393,0.87668,1.12716,0.9393,1.12716
0.87668,1.2524,1.00192,1.03323,0.90799,1.44026,1.06454,1.75336,1.18978,1.00192,1.09585,1.06454,1.34633,1.00192,1.06454,1.2524,0.84537,0.68882
1.09585,0.97061,1.18978,0.56358,0.9393,1.2524,1.00192,1.81598,1.31502,1.03323,0.75144,0.6262,1.31502,1.00192,1.00192,1.5655,0.75144,1.15847
0.9393,1.419386667,0.87668,0.87668,0.81406,1.2524,1.31502,1.81598,1.18978,1.03323,1.12716,0.75144,1.18978,1.06454,0.9393,1.18978,0.90799,0.75144
1.12716,1.00192,1.15847,0.68882,1.18978,1.37764,1.12716,1.53419,1.15847,1.06454,0.87668,0.9393,1.18978,0.68882,0.9393,1.34633,1.03323,0.84537
1.06454,1.085413333,1.00192,0.90799,1.12716,1.2524,0.87668,1.53419,1.18978,0.87668,0.8975533333,0.87668,1.37764,1.12716,1.06454,1.40895,0.90799,0.87668
1.09585,1.31502,0.68882,0.9184266667,1.06454,1.53419,0.87668,1.40895,1.12716,1.00192,0.90799,0.37572,1.37764,1.00192,1.09585,1.31502,1.00192,1.15847
1.12716,1.2524,1.31502,0.6470733333,1.03323,1.31502,0.90799,1.5655,1.12716,0.9393,1.03323,0.9393,1.15847,1.00192,1.06454,1.22109,1.12716,0.9184266667
0.81406,0.87668,0.87668,0.81406,0.9393,1.31502,1.12716,1.90991,1.12716,1.022793333,1.03323,1.18978,1.44026,1.06454,0.75144,1.06454,0.9810466667,0.68882
1.12716,1.06454,0.87668,0.84537,1.043666667,1.31502,1.06454,2.03515,1.40895,0.75144,1.06454,0.87668,1.00192,1.00192,0.87668,1.419386667,1.00192,1.00192
1.12716,1.28371,1.00192,0.75144,1.06454,1.06454,1.2524,1.62812,1.294146667,0.9393,1.00192,0.78275,1.44026,1.00192,0.9393,1.2524,1.09585,0.75144
1.06454,0.9393,0.6262,1.06454,1.31502,1.09585,1.18978,1.5655,1.34633,0.87668,1.12716,1.2524,1.335893333,0.87668,0.9393,1.2524,1.12716,0.81406
0.9393,1.398513333,1.00192,0.50096,1.15847,1.50288,1.12716,1.5655,1.37764,0.9393,1.18978,0.90799,1.44026,0.81406,1.06454,1.31502,0.9184266667,1.06454
0.75144,1.2524,1.18978,0.87668,1.00192,1.47157,1.18978,1.50288,1.2524,1.00192,1.09585,0.87668,1.18978,0.81406,1.06454,1.18978,0.90799,1.12716
1.03323,1.18978,1.00192,0.75144,0.9393,1.44026,1.06454,1.37764,1.15847,0.87668,1.18978,0.87668,1.2524,0.87668,1.18978,1.31502,1.18978,0.97061
1.12716,1.09585,1.06454,0.68882,1.03323,1.523753333,1.12716,1.5655,1.09585,0.9393,1.18978,0.7305666667,1.50288,0.9393,0.90799,1.482006667,1.06454,0.87668
0.81406,1.31502,1.2524,0.97061,0.65751,1.40895,1.40895,1.62812,1.22109,0.97061,1.03323,0.6262,1.12716,0.72013,1.12716,1.37764,1.18978,0.81406
0.81406,1.06454,1.2524,0.6262,0.9393,1.31502,1.06454,1.75336,1.205435,1.00192,1.12716,1.06454,1.31502,0.75144,1.00192,1.37764,1.12716,0.97061
0.68882,1.06454,0.75144,0.68882,0.9393,1.62812,1.2524,1.8786,1.18978,1.00192,1.09585,0.6262,1.00192,1.00192,0.9393,1.00192,1.210653333,1.00192
0.9393,1.06454,0.59489,0.72013,1.2524,1.53419,1.12716,1.34633,1.31502,0.87668,1.18978,0.75144,1.00192,0.75144,0.9393,1.00192,0.87668,1.06454
1.37764,0.90799,0.97061,0.6262,0.81406,1.44026,1.31502,1.5655,1.12716,0.84537,1.06454,0.72013,1.12716,1.03323,1.06454,1.5655,1.06454,0.97061
1.2524,1.15847,0.84537,0.75144,1.00192,1.59681,1.22109,2.12908,1.00192,0.9393,0.97061,0.75144,1.12716,1.12716,0.75144,1.31502,1.03323,0.829715
0.81406,1.00192,0.97061,0.53227,0.81406,1.44026,1.18978,1.5655,1.2524,1.00192,1.12716,0.8975533333,1.148033333,1.06454,1.12716,1.37764,1.18978,1.06454
0.87668,0.9393,0.9393,0.68882,0.87668,1.2524,1.06454,1.34633,1.18978,0.81406,1.22109,0.6262,1.44026,1.00192,1.06454,1.06454,0.97061,0.81406
1.03323,1.148033333,0.81406,0.6262,1.15847,1.37764,1.15847,1.34633,1.2524,1.00192,1.18978,0.6262,1.18978,1.00192,0.84537,1.06454,0.9393,1.00192
0.9393,0.87668,1.18978,0.75144,0.6262,1.31502,1.06454,1.62812,1.09585,0.97061,1.34633,1.00192,1.37764,1.15847,0.75144,1.31502,1.31502,0.87668
